Source_nodes	Target_nodes	Score	Source
CXCL11	MAP2K6	1	Others
CXCL11	XCR1	1	Kegg
CXCL12	CXCR1	1	Kegg
CXCL12	CXCR2	1	Kegg
CXCL12	CXCR3	1	Kegg
CXCL12	CXCR4	1	Kegg
CXCL12	CXCR5	1	Kegg
CXCL12	CXCR6	1	Kegg
CXCL12	GNA13	1	Others
CXCL12	GNAI1	1	Others
CXCL12	GNAI2	1	Others
CXCL12	GNAI3	1	Others
CXCL12	GNAO1	1	Others
CXCL12	GNAZ	1	Others
CXCL12	GNB1	1	Others
CXCL12	GNG2	1	Others
CXCL12	LCK	1	Others
CXCL12	PTK2	1	Others
CXCL12	PXN	1	Others
CXCL12	RAC1	1	Others
CXCL12	RALB	1	Others
CXCL12	RGS1	1	Others
CXCL12	SSH1	1	Others
CXCL12	STAT1	1	Others
CXCL12	STAT2	1	Others
CXCL12	STAT3	1	Others
CXCL12	STAT5A	1	Others
CXCL12	STAT5B	1	Others
CXCL12	XCR1	1	Kegg
CXCL13	CXCR1	1	Kegg
CXCL13	CXCR2	1	Kegg
CXCL13	CXCR3	1	Kegg
CXCL13	CXCR4	1	Kegg
CXCL13	CXCR5	1	Kegg
CXCL13	CXCR6	1	Kegg
CXCL13	XCR1	1	Kegg
CXCL14	CXCR1	1	Kegg
CXCL14	CXCR2	1	Kegg
CXCL14	CXCR3	1	Kegg
CXCL14	CXCR4	1	Kegg
CXCL14	CXCR5	1	Kegg
CXCL14	CXCR6	1	Kegg
CXCL14	XCR1	1	Kegg
CXCL16	CXCR1	1	Kegg
CXCL16	CXCR2	1	Kegg
CXCL16	CXCR3	1	Kegg
CXCL16	CXCR4	1	Kegg
CXCL16	CXCR5	1	Kegg
CXCL16	CXCR6	1	Kegg
CXCL16	XCR1	1	Kegg
CXCL2	CXCR1	1	Kegg
CXCL2	CXCR2	1	Kegg
CXCL2	CXCR3	1	Kegg
CXCL2	CXCR4	1	Kegg
CXCL2	CXCR5	1	Kegg
CXCL2	CXCR6	1	Kegg
CXCL2	MYD88	1	Kegg
CXCL2	XCR1	1	Kegg
CXCL3	CXCR1	1	Kegg
CXCL3	CXCR2	1	Kegg
CXCL3	CXCR3	1	Kegg
CXCL3	CXCR4	1	Kegg
CXCL3	CXCR5	1	Kegg
CXCL3	CXCR6	1	Kegg
CXCL3	MYD88	1	Kegg
CXCL3	XCR1	1	Kegg
CXCL5	CXCR1	1	Kegg
CXCL5	CXCR2	1	Kegg
CXCL5	CXCR3	1	Kegg
CXCL5	CXCR4	1	Kegg
CXCL5	CXCR5	1	Kegg
CXCL5	CXCR6	1	Kegg
CXCL5	XCR1	1	Kegg
CXCL6	CXCR1	1	Kegg
CXCL6	CXCR2	1	Kegg
CXCL6	CXCR3	1	Kegg
CXCL6	CXCR4	1	Kegg
CXCL6	CXCR5	1	Kegg
CXCL6	CXCR6	1	Kegg
CXCL6	XCR1	1	Kegg
CXCL8	CXCR1	1	Kegg
CXCL8	CXCR2	1	Kegg
CXCL8	CXCR3	1	Kegg
CXCL8	CXCR4	1	Kegg
CXCL8	CXCR5	1	Kegg
CXCL8	CXCR6	1	Kegg
CXCL8	F2R	1	Kegg
CXCL8	GRB2	1	Others
CXCL8	GRM1	1	Kegg
CXCL8	GRM2	1	Kegg
CXCL8	GRM3	1	Kegg
CXCL8	GRM4	1	Kegg
CXCL8	GRM5	1	Kegg
CXCL8	GRM6	1	Kegg
CXCL8	GRM7	1	Kegg
CXCL8	GRM8	1	Kegg
CXCL8	IRS1	1	Others
CXCL8	LPAR1	1	Kegg
CXCL8	LPAR2	1	Kegg
CXCL8	LPAR3	1	Kegg
CXCL8	LPAR4	1	Kegg
CXCL8	LPAR5	1	Kegg
CXCL8	LPAR6	1	Kegg
CXCL8	MYD88	1	Kegg
CXCL8	PIK3CA	1	Others
CXCL8	PTGFR	1	Kegg
CXCL8	SHC1	1	Others
CXCL8	SLA2	1	Others
CXCL8	SOS1	1	Others
CXCL8	SOS2	1	Others
CXCL8	XCR1	1	Kegg
CXCL9	CXCR1	1	Kegg
CXCL9	CXCR2	1	Kegg
CXCL9	CXCR3	1	Kegg
CXCL9	CXCR4	1	Kegg
CXCL9	CXCR5	1	Kegg
CXCL9	CXCR6	1	Kegg
CXCL9	MAP2K3	1	Others
CXCL9	MAP2K6	1	Others
CXCL9	XCR1	1	Kegg
CXCR1	GNA12	1	Kegg
CXCR1	GNA13	1	Kegg
CXCR1	GNAI1	1	Kegg
CXCR1	GNAI2	1	Kegg
CXCR1	GNAI3	1	Kegg
CXCR1	GNAS	1	Kegg
CXCR1	GRB2	1	Others
CXCR1	IRS1	1	Others
CXCR1	JAK2	1	Kegg
CXCR1	JAK3	1	Kegg
CXCR1	PIK3CA	1	Others
CXCR1	PLCB1	1	Kegg
CXCR1	PLCB2	1	Kegg
CXCR1	PLCB3	1	Kegg
CXCR1	PLCB4	1	Kegg
CXCR1	SHC1	1	Others
CXCR1	SLA2	1	Others
CXCR1	SOS1	1	Others
CXCR1	SOS2	1	Others
CXCR2	GNA12	1	Kegg
CXCR2	GNA13	1	Kegg
CXCR2	GNAI1	1	Kegg
CXCR2	GNAI2	1	Kegg
CXCR2	GNAI3	1	Kegg
CXCR2	GNAS	1	Kegg
CXCR2	JAK2	1	Kegg
CXCR2	JAK3	1	Kegg
CXCR2	PLCB1	1	Kegg
CXCR2	PLCB2	1	Kegg
CXCR2	PLCB3	1	Kegg
CXCR2	PLCB4	1	Kegg
CXCR3	GNAI1	1	Kegg; Others
CXCR3	GNAI2	1	Kegg; Others
CXCR3	GNAI3	1	Kegg; Others
CXCR3	GNAO1	1	Others
CXCR3	GNAZ	1	Others
CXCR3	GNB1	1	Others
CXCR3	GNG2	1	Others
CXCR3	JAK2	1	Kegg
CXCR3	JAK3	1	Kegg
CXCR3	MAP2K3	1	Others
CXCR3	MAP2K6	1	Others
CXCR4	GNA11	1	Kegg
CXCR4	GNA12	1	Kegg
CXCR4	GNA13	1	Kegg; Others
CXCR4	GNA14	1	Kegg
CXCR4	GNA15	1	Kegg
CXCR4	GNAI1	1	Kegg; Others
CXCR4	GNAI2	1	Kegg; Others
CXCR4	GNAI3	1	Kegg; Others
CXCR4	GNAO1	1	Kegg; Others
CXCR4	GNAQ	1	Kegg
CXCR4	GNAZ	1	Others
CXCR4	GNB1	1	Kegg; Others
CXCR4	GNB2	1	Kegg
CXCR4	GNB3	1	Kegg
CXCR4	GNB4	1	Kegg
CXCR4	GNB5	1	Kegg
CXCR4	GNG10	1	Kegg
CXCR4	GNG11	1	Kegg
CXCR4	GNG12	1	Kegg
CXCR4	GNG13	1	Kegg
CXCR4	GNG2	1	Kegg; Others
CXCR4	GNG3	1	Kegg
CXCR4	GNG4	1	Kegg
CXCR4	GNG5	1	Kegg
CXCR4	GNG7	1	Kegg
CXCR4	GNG8	1	Kegg
CXCR4	GNGT1	1	Kegg; Others
CXCR4	GNGT2	1	Kegg
CXCR4	JAK2	1	Kegg; Others
CXCR4	JAK3	1	Kegg
CXCR4	LCK	1	Others
CXCR4	PTK2	1	Others
CXCR4	PXN	1	Others
CXCR4	RAC1	1	Others
CXCR4	RALB	1	Others
CXCR4	RGS1	1	Others
CXCR4	SSH1	1	Others
CXCR4	STAT1	1	Others
CXCR4	STAT2	1	Others
CXCR4	STAT3	1	Others
CXCR4	STAT5A	1	Others
CXCR4	STAT5B	1	Others
CXCR4	TNF	1	Kegg
CXCR5	GNAI1	1	Kegg
CXCR5	GNAI2	1	Kegg
CXCR5	GNAI3	1	Kegg
CXCR5	JAK2	1	Kegg
CXCR5	JAK3	1	Kegg
CXCR6	GNAI1	1	Kegg
CXCR6	GNAI2	1	Kegg
CXCR6	GNAI3	1	Kegg
CXCR6	JAK2	1	Kegg
CXCR6	JAK3	1	Kegg
CXXC4	DVL1	-1	Kegg
CXXC4	DVL2	-1	Kegg
CXXC4	DVL3	-1	Kegg
CYB5A	EMD	1	Others
CYB5A	GET3	1	Others
CYB5A	GET4	1	Others
CYB5A	HMOX1	1	Others
CYB5A	OTOF	1	Others
CYB5A	SEC61B	1	Others
CYB5A	SEC61G	1	Others
CYB5A	SERP1	1	Others
CYB5A	SGTA	1	Others
CYB5A	STX1A	1	Others
CYB5A	STX5	1	Others
CYB5A	UBE2J2	1	Others
CYB5A	UBL4A	1	Others
CYB5A	VAMP2	1	Others
CYB5A	VAPA	1	Others
CYB5R1	HBA1	1	Others
CYB5R1	HBB	1	Others
CYB5R2	HBA1	1	Others
CYB5R2	HBB	1	Others
CYB5R4	HBA1	1	Others
CYB5R4	HBB	1	Others
CYB5RL	HBA1	1	Others
CYB5RL	HBB	1	Others
CYBA	MAPK1	1	Kegg
CYBA	MAPK11	1	Kegg
CYBA	MAPK12	1	Kegg
CYBA	MAPK13	1	Kegg
CYBA	MAPK14	1	Kegg
CYBA	MAPK3	1	Kegg
CYBA	MMP2	1	Kegg
CYBA	MMP9	1	Kegg
CYBA	NCF1	1	Kegg
CYBA	NCF2	1	Kegg
CYBA	NCF4	1	Kegg
CYBB	MAPK1	1	Kegg
CYBB	MAPK11	1	Kegg
CYBB	MAPK12	1	Kegg
CYBB	MAPK13	1	Kegg
CYBB	MAPK14	1	Kegg
CYBB	MAPK3	1	Kegg
CYBB	MMP2	1	Kegg
CYBB	MMP9	1	Kegg
CYBB	NCF1	1	Kegg
CYBB	NCF2	1	Kegg
CYBB	NCF4	1	Kegg
CYC1	CYCS	1	Others
CYFIP1	EIF4E	-1	Kegg
CYFIP1	EIF4E1B	-1	Kegg
CYFIP1	EIF4E2	-1	Kegg
CYFIP1	WASF1	-1	Kegg
CYFIP2	DIAPH1	1	Others
CYFIP2	DIAPH3	-1	Others
CYFIP2	EIF4E	-1	Kegg
CYFIP2	EIF4E1B	-1	Kegg
CYFIP2	EIF4E2	-1	Kegg
CYFIP2	WASF1	-1	Kegg
CYFIP2	WASF2	1	Others
CYLD	DDX58	-1	Kegg
CYLD	FADD	1	Others
CYLD	IKBKB	-1	Others
CYLD	MAP3K7	-1	Others
CYLD	NOD1	1	Others
CYLD	NOD2	1	Others
CYLD	RBCK1	-1	Others
CYLD	RIPK1	1	Kegg
CYLD	RIPK2	1	Others
CYLD	RNF31	-1	Others
CYLD	SHARPIN	-1	Others
CYLD	STAT1	-1	Others
CYLD	TAB1	-1	Others
CYLD	TAB2	-1	Others
CYLD	TAB3	-1	Others
CYLD	TNFAIP3	-1	Others
CYLD	TRAF2	-1	Kegg
CYLD	TRAF6	-1	Kegg
CYP17A1	PRKACA	1	Kegg
CYP17A1	PRKACB	1	Kegg
CYP17A1	PRKACG	1	Kegg
CYP19A1	PRKACA	1	Kegg
CYP19A1	PRKACB	1	Kegg
CYP19A1	PRKACG	1	Kegg
CYP1A1	EPHX1	1	Kegg
CYP1A1	GSTA1	1	Kegg
CYP1A1	GSTA2	1	Kegg
CYP1A1	GSTA3	1	Kegg
CYP1A1	GSTA4	1	Kegg
CYP1A1	GSTA5	1	Kegg
CYP1A1	GSTK1	1	Kegg
CYP1A1	GSTM1	1	Kegg
CYP1A1	GSTM2	1	Kegg
CYP1A1	GSTM3	1	Kegg
CYP1A1	GSTM4	1	Kegg
CYP1A1	GSTM5	1	Kegg
CYP1A1	GSTO1	1	Kegg
CYP1A1	GSTO2	1	Kegg
CYP1A1	GSTP1	1	Kegg
CYP1A1	GSTT1	1	Kegg
CYP1A1	GSTT2	1	Kegg
CYP1A1	GSTT2B	1	Kegg
CYP1A1	HPGDS	1	Kegg
CYP1A1	MGST1	1	Kegg
CYP1A1	MGST2	1	Kegg
CYP1A1	MGST3	1	Kegg
CYP1A1	SULT2A1	1	Kegg
CYP1A2	GSTA1	1	Kegg
CYP1A2	GSTA2	1	Kegg
CYP1A2	GSTA3	1	Kegg
CYP1A2	GSTA4	1	Kegg
CYP1A2	GSTA5	1	Kegg
CYP1A2	GSTK1	1	Kegg
CYP1A2	GSTM1	1	Kegg
CYP1A2	GSTM2	1	Kegg
CYP1A2	GSTM3	1	Kegg
CYP1A2	GSTM4	1	Kegg
CYP1A2	GSTM5	1	Kegg
CYP1A2	GSTO1	1	Kegg
CYP1A2	GSTO2	1	Kegg
CYP1A2	GSTP1	1	Kegg
CYP1A2	GSTT1	1	Kegg
CYP1A2	GSTT2	1	Kegg
CYP1A2	GSTT2B	1	Kegg
CYP1A2	HPGDS	1	Kegg
CYP1A2	MGST1	1	Kegg
CYP1A2	MGST2	1	Kegg
CYP1A2	MGST3	1	Kegg
CYP1B1	EPHX1	1	Kegg
CYP1B1	GSTA1	1	Kegg
CYP1B1	GSTA2	1	Kegg
CYP1B1	GSTA3	1	Kegg
CYP1B1	GSTA4	1	Kegg
CYP1B1	GSTA5	1	Kegg
CYP1B1	GSTK1	1	Kegg
CYP1B1	GSTM1	1	Kegg
CYP1B1	GSTM2	1	Kegg
CYP1B1	GSTM3	1	Kegg
CYP1B1	GSTM4	1	Kegg
CYP1B1	GSTM5	1	Kegg
CYP1B1	GSTO1	1	Kegg
CYP1B1	GSTO2	1	Kegg
CYP1B1	GSTP1	1	Kegg
CYP1B1	GSTT1	1	Kegg
CYP1B1	GSTT2	1	Kegg
CYP1B1	GSTT2B	1	Kegg
CYP1B1	HPGDS	1	Kegg
CYP1B1	MGST1	1	Kegg
CYP1B1	MGST2	1	Kegg
CYP1B1	MGST3	1	Kegg
CYP1B1	SULT2A1	1	Kegg
CYP24A1	FDX1	1	Others
CYP2A13	HSD11B1	1	Kegg
CYP2A13	HSD11B1L	1	Kegg
CYP2A13	UGT1A1	1	Kegg
CYP2A13	UGT1A10	1	Kegg
CYP2A13	UGT1A3	1	Kegg
CYP2A13	UGT1A4	1	Kegg
CYP2A13	UGT1A5	1	Kegg
CYP2A13	UGT1A6	1	Kegg
CYP2A13	UGT1A7	1	Kegg
CYP2A13	UGT1A8	1	Kegg
CYP2A13	UGT1A9	1	Kegg
CYP2A13	UGT2A1	1	Kegg
CYP2A13	UGT2A2	1	Kegg
CYP2A13	UGT2A3	1	Kegg
CYP2A13	UGT2B10	1	Kegg
CYP2A13	UGT2B11	1	Kegg
CYP2A13	UGT2B15	1	Kegg
CYP2A13	UGT2B17	1	Kegg
CYP2A13	UGT2B28	1	Kegg
CYP2A13	UGT2B4	1	Kegg
CYP2A13	UGT2B7	1	Kegg
CYP2A6	HSD11B1	1	Kegg
CYP2A6	HSD11B1L	1	Kegg
CYP2A6	UGT1A1	1	Kegg
CYP2A6	UGT1A10	1	Kegg
CYP2A6	UGT1A3	1	Kegg
CYP2A6	UGT1A4	1	Kegg
CYP2A6	UGT1A5	1	Kegg
CYP2A6	UGT1A6	1	Kegg
CYP2A6	UGT1A7	1	Kegg
CYP2A6	UGT1A8	1	Kegg
CYP2A6	UGT1A9	1	Kegg
CYP2A6	UGT2A1	1	Kegg
CYP2A6	UGT2A2	1	Kegg
CYP2A6	UGT2A3	1	Kegg
CYP2A6	UGT2B10	1	Kegg
CYP2A6	UGT2B11	1	Kegg
CYP2A6	UGT2B15	1	Kegg
CYP2A6	UGT2B17	1	Kegg
CYP2A6	UGT2B28	1	Kegg
CYP2A6	UGT2B4	1	Kegg
CYP2A6	UGT2B7	1	Kegg
CYP2A7	HSD11B1	1	Kegg
CYP2A7	HSD11B1L	1	Kegg
CYP2A7	UGT1A1	1	Kegg
CYP2A7	UGT1A10	1	Kegg
CYP2A7	UGT1A3	1	Kegg
CYP2A7	UGT1A4	1	Kegg
CYP2A7	UGT1A5	1	Kegg
CYP2A7	UGT1A6	1	Kegg
CYP2A7	UGT1A7	1	Kegg
CYP2A7	UGT1A8	1	Kegg
CYP2A7	UGT1A9	1	Kegg
CYP2A7	UGT2A1	1	Kegg
CYP2A7	UGT2A2	1	Kegg
CYP2A7	UGT2A3	1	Kegg
CYP2A7	UGT2B10	1	Kegg
CYP2A7	UGT2B11	1	Kegg
CYP2A7	UGT2B15	1	Kegg
CYP2A7	UGT2B17	1	Kegg
CYP2A7	UGT2B28	1	Kegg
CYP2A7	UGT2B4	1	Kegg
CYP2A7	UGT2B7	1	Kegg
CYP2C18	EPHX1	1	Kegg
CYP2C18	GSTA1	1	Kegg
CYP2C18	GSTA2	1	Kegg
CYP2C18	GSTA3	1	Kegg
CYP2C18	GSTA4	1	Kegg
CYP2C18	GSTA5	1	Kegg
CYP2C18	GSTK1	1	Kegg
CYP2C18	GSTM1	1	Kegg
CYP2C18	GSTM2	1	Kegg
CYP2C18	GSTM3	1	Kegg
CYP2C18	GSTM4	1	Kegg
CYP2C18	GSTM5	1	Kegg
CYP2C18	GSTO1	1	Kegg
CYP2C18	GSTO2	1	Kegg
CYP2C18	GSTP1	1	Kegg
CYP2C18	GSTT1	1	Kegg
CYP2C18	GSTT2	1	Kegg
CYP2C18	GSTT2B	1	Kegg
CYP2C18	HPGDS	1	Kegg
CYP2C18	MGST1	1	Kegg
CYP2C18	MGST2	1	Kegg
CYP2C18	MGST3	1	Kegg
CYP2C19	EPHX1	1	Kegg
CYP2C19	GSTA1	1	Kegg
CYP2C19	GSTA2	1	Kegg
CYP2C19	GSTA3	1	Kegg
CYP2C19	GSTA4	1	Kegg
CYP2C19	GSTA5	1	Kegg
CYP2C19	GSTK1	1	Kegg
CYP2C19	GSTM1	1	Kegg
CYP2C19	GSTM2	1	Kegg
CYP2C19	GSTM3	1	Kegg
CYP2C19	GSTM4	1	Kegg
CYP2C19	GSTM5	1	Kegg
CYP2C19	GSTO1	1	Kegg
CYP2C19	GSTO2	1	Kegg
CYP2C19	GSTP1	1	Kegg
CYP2C19	GSTT1	1	Kegg
CYP2C19	GSTT2	1	Kegg
CYP2C19	GSTT2B	1	Kegg
CYP2C19	HPGDS	1	Kegg
CYP2C19	MGST1	1	Kegg
CYP2C19	MGST2	1	Kegg
CYP2C19	MGST3	1	Kegg
CYP2C8	EPHX1	1	Kegg
CYP2C8	GSTA1	1	Kegg
CYP2C8	GSTA2	1	Kegg
CYP2C8	GSTA3	1	Kegg
CYP2C8	GSTA4	1	Kegg
CYP2C8	GSTA5	1	Kegg
CYP2C8	GSTK1	1	Kegg
CYP2C8	GSTM1	1	Kegg
CYP2C8	GSTM2	1	Kegg
CYP2C8	GSTM3	1	Kegg
CYP2C8	GSTM4	1	Kegg
CYP2C8	GSTM5	1	Kegg
CYP2C8	GSTO1	1	Kegg
CYP2C8	GSTO2	1	Kegg
CYP2C8	GSTP1	1	Kegg
CYP2C8	GSTT1	1	Kegg
CYP2C8	GSTT2	1	Kegg
CYP2C8	GSTT2B	1	Kegg
CYP2C8	HPGDS	1	Kegg
CYP2C8	MGST1	1	Kegg
CYP2C8	MGST2	1	Kegg
CYP2C8	MGST3	1	Kegg
CYP2C9	EPHX1	1	Kegg
CYP2C9	GSTA1	1	Kegg
CYP2C9	GSTA2	1	Kegg
CYP2C9	GSTA3	1	Kegg
CYP2C9	GSTA4	1	Kegg
CYP2C9	GSTA5	1	Kegg
CYP2C9	GSTK1	1	Kegg
CYP2C9	GSTM1	1	Kegg
CYP2C9	GSTM2	1	Kegg
CYP2C9	GSTM3	1	Kegg
CYP2C9	GSTM4	1	Kegg
CYP2C9	GSTM5	1	Kegg
CYP2C9	GSTO1	1	Kegg
CYP2C9	GSTO2	1	Kegg
CYP2C9	GSTP1	1	Kegg
CYP2C9	GSTT1	1	Kegg
CYP2C9	GSTT2	1	Kegg
CYP2C9	GSTT2B	1	Kegg
CYP2C9	HPGDS	1	Kegg
CYP2C9	MGST1	1	Kegg
CYP2C9	MGST2	1	Kegg
CYP2C9	MGST3	1	Kegg
CYP2E1	GSTA1	1	Kegg
CYP2E1	GSTA2	1	Kegg
CYP2E1	GSTA3	1	Kegg
CYP2E1	GSTA4	1	Kegg
CYP2E1	GSTA5	1	Kegg
CYP2E1	GSTK1	1	Kegg
CYP2E1	GSTM1	1	Kegg
CYP2E1	GSTM2	1	Kegg
CYP2E1	GSTM3	1	Kegg
CYP2E1	GSTM4	1	Kegg
CYP2E1	GSTM5	1	Kegg
CYP2E1	GSTO1	1	Kegg
CYP2E1	GSTO2	1	Kegg
CYP2E1	GSTP1	1	Kegg
CYP2E1	GSTT1	1	Kegg
CYP2E1	GSTT2	1	Kegg
CYP2E1	GSTT2B	1	Kegg
CYP2E1	HPGDS	1	Kegg
CYP2E1	MGST1	1	Kegg
CYP2E1	MGST2	1	Kegg
CYP2E1	MGST3	1	Kegg
CYP3A4	EPHX1	1	Kegg
CYP3A4	GSTA1	1	Kegg
CYP3A4	GSTA2	1	Kegg
CYP3A4	GSTA3	1	Kegg
CYP3A4	GSTA4	1	Kegg
CYP3A4	GSTA5	1	Kegg
CYP3A4	GSTK1	1	Kegg
CYP3A4	GSTM1	1	Kegg
CYP3A4	GSTM2	1	Kegg
CYP3A4	GSTM3	1	Kegg
CYP3A4	GSTM4	1	Kegg
CYP3A4	GSTM5	1	Kegg
CYP3A4	GSTO1	1	Kegg
CYP3A4	GSTO2	1	Kegg
CYP3A4	GSTP1	1	Kegg
CYP3A4	GSTT1	1	Kegg
CYP3A4	GSTT2	1	Kegg
CYP3A4	GSTT2B	1	Kegg
CYP3A4	HPGDS	1	Kegg
CYP3A4	MGST1	1	Kegg
CYP3A4	MGST2	1	Kegg
CYP3A4	MGST3	1	Kegg
CYSLTR1	CYSLTR2	1	Others
CYSLTR1	EDN1	1	Others
CYSLTR1	EDN2	1	Others
CYSLTR1	EDN3	1	Others
CYSLTR1	EDNRA	1	Others
CYSLTR1	EDNRB	1	Others
CYSLTR1	F2	1	Others
CYSLTR1	F2R	1	Others
CYSLTR1	F2RL1	1	Others
CYSLTR1	F2RL2	1	Others
CYSLTR1	F2RL3	1	Others
CYSLTR1	FFAR1	1	Others
CYSLTR1	FFAR2	1	Others
CYSLTR1	FFAR3	1	Others
CYSLTR1	FFAR4	1	Others
CYSLTR1	FPR2	1	Others
CYSLTR1	GAST	1	Others
CYSLTR1	GCG	1	Others
CYSLTR1	GHRL	1	Others
CYSLTR1	GHSR	1	Others
CYSLTR1	GNA11	1	Kegg; Others
CYSLTR1	GNA14	1	Kegg; Others
CYSLTR1	GNA15	1	Kegg; Others
CYSLTR1	GNAQ	1	Kegg; Others
CYSLTR1	GNB1	1	Others
CYSLTR1	GNG2	1	Others
CYSLTR1	GNRH1	1	Others
CYSLTR1	GNRH2	1	Others
CYSLTR1	GNRHR	1	Others
CYSLTR1	GNRHR2	1	Others
CYSLTR1	GPR132	1	Others
CYSLTR1	GPR143	1	Others
CYSLTR1	GPR17	1	Others
CYSLTR1	GPR39	1	Others
CYSLTR1	GPR4	1	Others
CYSLTR1	GPR65	1	Others
CYSLTR1	GPR68	1	Others
CYSLTR1	GPRC6A	1	Others
CYSLTR1	GRM1	1	Others
CYSLTR1	GRM5	1	Others
CYSLTR1	GRP	1	Others
CYSLTR1	GRPR	1	Others
CYSLTR1	HCRT	1	Others
CYSLTR1	HCRTR1	1	Others
CYSLTR1	HCRTR2	1	Others
CYSLTR1	HRH1	1	Others
CYSLTR1	HTR2A	1	Others
CYSLTR1	HTR2B	1	Others
CYSLTR1	HTR2C	1	Others
CYSLTR1	KISS1	1	Others
CYSLTR1	KISS1R	1	Others
CYSLTR1	KNG1	1	Others
CYSLTR1	LPAR1	1	Others
CYSLTR1	LPAR2	1	Others
CYSLTR1	LPAR3	1	Others
CYSLTR1	LPAR4	1	Others
CYSLTR1	LPAR5	1	Others
CYSLTR1	LPAR6	1	Others
CYSLTR1	LTB4R	1	Others
CYSLTR1	LTB4R2	1	Others
CYSLTR1	MCHR1	1	Others
CYSLTR1	MCHR2	1	Others
CYSLTR1	MLN	1	Others
CYSLTR1	MLNR	1	Others
CYSLTR1	MT-RNR2	1	Others
CYSLTR1	NMB	1	Others
CYSLTR1	NMBR	1	Others
CYSLTR1	NMS	1	Others
CYSLTR1	NMU	1	Others
CYSLTR1	NMUR1	1	Others
CYSLTR1	NMUR2	1	Others
CYSLTR1	NPFF	1	Others
CYSLTR1	NPFFR1	1	Others
CYSLTR1	NPFFR2	1	Others
CYSLTR1	NPS	1	Others
CYSLTR1	NPSR1	1	Others
CYSLTR1	NTS	1	Others
CYSLTR1	NTSR1	1	Others
CYSLTR1	NTSR2	1	Others
CYSLTR1	OPN4	1	Others
CYSLTR1	OXT	1	Others
CYSLTR1	OXTR	1	Others
CYSLTR1	P2RY1	1	Others
CYSLTR1	P2RY10	1	Others
CYSLTR1	P2RY11	1	Others
CYSLTR1	P2RY2	1	Others
CYSLTR1	P2RY6	1	Others
CYSLTR1	PMCH	1	Others
CYSLTR1	PROK1	1	Others
CYSLTR1	PROK2	1	Others
CYSLTR1	PROKR1	1	Others
CYSLTR1	PROKR2	1	Others
CYSLTR1	PTAFR	1	Others
CYSLTR1	PTGER1	1	Others
CYSLTR1	PTGFR	1	Others
CYSLTR1	QRFP	1	Others
CYSLTR1	QRFPR	1	Others
CYSLTR1	SAA1	1	Others
CYSLTR1	TAC1	1	Others
CYSLTR1	TAC3	1	Others
CYSLTR1	TACR1	1	Others
CYSLTR1	TACR2	1	Others
CYSLTR1	TACR3	1	Others
CYSLTR1	TBXA2R	1	Others
CYSLTR1	TRH	1	Others
CYSLTR1	TRHR	1	Others
CYSLTR1	UTS2	1	Others
CYSLTR1	UTS2B	1	Others
CYSLTR1	UTS2R	1	Others
CYSLTR1	XCL1	1	Others
CYSLTR1	XCL2	1	Others
CYSLTR1	XCR1	1	Others
CYSLTR2	EDN1	1	Others
CYSLTR2	EDN2	1	Others
CYSLTR2	EDN3	1	Others
CYSLTR2	EDNRA	1	Others
CYSLTR2	EDNRB	1	Others
CYSLTR2	F2	1	Others
CYSLTR2	F2R	1	Others
CYSLTR2	F2RL1	1	Others
CYSLTR2	F2RL2	1	Others
CYSLTR2	F2RL3	1	Others
CYSLTR2	FFAR1	1	Others
CYSLTR2	FFAR2	1	Others
CYSLTR2	FFAR3	1	Others
CYSLTR2	FFAR4	1	Others
CYSLTR2	FPR2	1	Others
CYSLTR2	GAST	1	Others
CYSLTR2	GCG	1	Others
CYSLTR2	GHRL	1	Others
CYSLTR2	GHSR	1	Others
CYSLTR2	GNA11	1	Kegg; Others
CYSLTR2	GNA14	1	Kegg; Others
CYSLTR2	GNA15	1	Kegg; Others
CYSLTR2	GNAQ	1	Kegg; Others
CYSLTR2	GNAS	1	Others
CYSLTR2	GNB1	1	Others
CYSLTR2	GNB2	1	Others
CYSLTR2	GNB3	1	Others
CYSLTR2	GNB4	1	Others
CYSLTR2	GNG10	1	Others
CYSLTR2	GNG11	1	Others
CYSLTR2	GNG12	1	Others
CYSLTR2	GNG13	1	Others
CYSLTR2	GNG2	1	Others
CYSLTR2	GNG3	1	Others
CYSLTR2	GNG4	1	Others
CYSLTR2	GNG5	1	Others
CYSLTR2	GNG7	1	Others
CYSLTR2	GNG8	1	Others
CYSLTR2	GNRH1	1	Others
CYSLTR2	GNRH2	1	Others
CYSLTR2	GNRHR	1	Others
CYSLTR2	GNRHR2	1	Others
CYSLTR2	GPR132	1	Others
CYSLTR2	GPR143	1	Others
CYSLTR2	GPR17	1	Others
CYSLTR2	GPR39	1	Others
CYSLTR2	GPR4	1	Others
CYSLTR2	GPR65	1	Others
CYSLTR2	GPR68	1	Others
CYSLTR2	GPRC6A	1	Others
CYSLTR2	GRM1	1	Others
CYSLTR2	GRM5	1	Others
CYSLTR2	GRP	1	Others
CYSLTR2	GRPR	1	Others
CYSLTR2	HCRT	1	Others
CYSLTR2	HCRTR1	1	Others
CYSLTR2	HCRTR2	1	Others
CYSLTR2	HRH1	1	Others
CYSLTR2	HTR2A	1	Others
CYSLTR2	HTR2B	1	Others
CYSLTR2	HTR2C	1	Others
CYSLTR2	KISS1	1	Others
CYSLTR2	KISS1R	1	Others
CYSLTR2	KNG1	1	Others
CYSLTR2	LPAR1	1	Others
